cellID	region	XYcellid	X:X	Y:Y	celltypes	efact	cluster
reg6_921_588	reg6	921__588	921	588	Tumor	2	10
reg6_924_1571	reg6	924__1571	924	1571	Tumor	2	10
reg6_925_469	reg6	925__469	925	469	Tumor	2	10
reg6_925_1347	reg6	925__1347	925	1347	Tumor	2	10
reg6_927_433	reg6	927__433	927	433	Tumor	2	10
reg6_929_1636	reg6	929__1636	929	1636	Tumor	2	10
reg6_932_527	reg6	932__527	932	527	Tumor	2	10
reg6_935_555	reg6	935__555	935	555	Tumor	2	10
reg6_937_1391	reg6	937__1391	937	1391	Tumor	2	10
reg6_942_1712	reg6	942__1712	942	1712	Tumor	2	10
reg6_943_649	reg6	943__649	943	649	Tumor	2	10
reg6_944_517	reg6	944__517	944	517	Tumor	2	10
reg6_945_1696	reg6	945__1696	945	1696	Tumor	2	10
reg6_946_1562	reg6	946__1562	946	1562	Tumor	2	10
reg6_948_1598	reg6	948__1598	948	1598	Tumor	2	10
reg6_949_1580	reg6	949__1580	949	1580	Tumor	2	10
reg6_950_719	reg6	950__719	950	719	Tumor	2	10
reg6_953_662	reg6	953__662	953	662	Tumor	2	10
reg6_955_1398	reg6	955__1398	955	1398	Tumor	2	10
reg6_956_1736	reg6	956__1736	956	1736	Tumor	2	10
reg6_957_1095	reg6	957__1095	957	1095	Tumor	2	7
reg6_965_1519	reg6	965__1519	965	1519	Tumor	2	10
reg6_966_1569	reg6	966__1569	966	1569	Tumor	2	10
reg6_967_519	reg6	967__519	967	519	Tumor	2	10
reg6_967_936	reg6	967__936	967	936	Tumor	2	10
reg6_970_647	reg6	970__647	970	647	Tumor	2	10
reg6_971_1703	reg6	971__1703	971	1703	Tumor	2	10
reg6_971_498	reg6	971__498	971	498	Tumor	2	10
reg6_971_1124	reg6	971__1124	971	1124	Tumor	2	4
reg6_972_483	reg6	972__483	972	483	Tumor	2	10
reg6_973_394	reg6	973__394	973	394	Tumor	2	10
reg6_973_1586	reg6	973__1586	973	1586	Tumor	2	10
reg6_975_449	reg6	975__449	975	449	Tumor	2	10
reg6_979_1385	reg6	979__1385	979	1385	Tumor	2	10
reg6_986_1742	reg6	986__1742	986	1742	Tumor	2	10
reg6_987_709	reg6	987__709	987	709	Tumor	2	10
reg6_987_1060	reg6	987__1060	987	1060	Tumor	2	4
reg6_991_613	reg6	991__613	991	613	Tumor	2	10
reg6_1008_793	reg6	1008__793	1008	793	Tumor	2	10
reg6_1009_589	reg6	1009__589	1009	589	Tumor	2	10
reg6_1009_709	reg6	1009__709	1009	709	Tumor	2	10
reg6_1011_1394	reg6	1011__1394	1011	1394	Tumor	2	10
reg6_1014_464	reg6	1014__464	1014	464	Tumor	2	10
reg6_1019_675	reg6	1019__675	1019	675	Tumor	2	10
reg6_1022_578	reg6	1022__578	1022	578	Tumor	2	10
reg6_1027_426	reg6	1027__426	1027	426	Tumor	2	10
reg6_1027_481	reg6	1027__481	1027	481	Tumor	2	10
reg6_1027_769	reg6	1027__769	1027	769	Tumor	2	10
reg6_1037_1574	reg6	1037__1574	1037	1574	Tumor	2	10
reg6_1039_857	reg6	1039__857	1039	857	Tumor	2	10
reg6_1040_559	reg6	1040__559	1040	559	Tumor	2	10
reg6_1042_1363	reg6	1042__1363	1042	1363	Tumor	2	10
reg6_1044_1639	reg6	1044__1639	1044	1639	Tumor	2	10
reg6_1046_610	reg6	1046__610	1046	610	Tumor	2	10
reg6_1047_1732	reg6	1047__1732	1047	1732	Tumor	2	10
reg6_1048_505	reg6	1048__505	1048	505	Tumor	2	10
reg6_1051_1466	reg6	1051__1466	1051	1466	Tumor	2	10
reg6_1054_1663	reg6	1054__1663	1054	1663	Tumor	2	10
reg6_1055_1185	reg6	1055__1185	1055	1185	Tumor	2	10
reg6_1057_913	reg6	1057__913	1057	913	Tumor	2	10
reg6_1061_801	reg6	1061__801	1061	801	Tumor	2	10
reg6_1061_1261	reg6	1061__1261	1061	1261	Tumor	2	10
reg6_1063_1573	reg6	1063__1573	1063	1573	Tumor	2	10
reg6_1065_1646	reg6	1065__1646	1065	1646	Tumor	2	10
reg6_1065_1546	reg6	1065__1546	1065	1546	Tumor	2	10
reg6_1065_1589	reg6	1065__1589	1065	1589	Tumor	2	10
reg6_1067_451	reg6	1067__451	1067	451	Tumor	2	10
reg6_1067_583	reg6	1067__583	1067	583	Tumor	2	10
reg6_1070_1701	reg6	1070__1701	1070	1701	Tumor	2	10
reg6_1070_555	reg6	1070__555	1070	555	Tumor	2	10
reg6_1072_500	reg6	1072__500	1072	500	Tumor	2	10
reg6_1076_1044	reg6	1076__1044	1076	1044	Tumor	2	10
reg6_1077_1383	reg6	1077__1383	1077	1383	Tumor	2	10
reg6_1078_1006	reg6	1078__1006	1078	1006	Tumor	2	10
reg6_1080_638	reg6	1080__638	1080	638	Tumor	2	10
reg6_1080_1466	reg6	1080__1466	1080	1466	Tumor	2	10
reg6_1082_724	reg6	1082__724	1082	724	Tumor	2	4
reg6_1084_1175	reg6	1084__1175	1084	1175	Tumor	2	10
reg6_1086_1132	reg6	1086__1132	1086	1132	Tumor	2	4
reg6_1089_442	reg6	1089__442	1089	442	Tumor	2	10
reg6_1099_509	reg6	1099__509	1099	509	Tumor	2	10
reg6_1104_852	reg6	1104__852	1104	852	Tumor	2	10
reg6_1105_945	reg6	1105__945	1105	945	Tumor	2	10
reg6_1107_1487	reg6	1107__1487	1107	1487	Tumor	2	4
reg6_1113_1127	reg6	1113__1127	1113	1127	Tumor	2	4
reg6_1113_1546	reg6	1113__1546	1113	1546	Tumor	2	6
reg6_1114_1470	reg6	1114__1470	1114	1470	Tumor	2	10
reg6_1115_686	reg6	1115__686	1115	686	Tumor	2	4
reg6_1117_1600	reg6	1117__1600	1117	1600	Tumor	2	6
reg6_1117_879	reg6	1117__879	1117	879	Tumor	2	10
reg6_1120_449	reg6	1120__449	1120	449	Tumor	2	4
reg6_1120_527	reg6	1120__527	1120	527	Tumor	2	10
reg6_1120_1307	reg6	1120__1307	1120	1307	Tumor	2	10
reg6_1134_941	reg6	1134__941	1134	941	Tumor	2	10
reg6_1138_550	reg6	1138__550	1138	550	Tumor	2	10
reg6_1142_1586	reg6	1142__1586	1142	1586	Tumor	2	4
reg6_1144_1335	reg6	1144__1335	1144	1335	Tumor	2	10
reg6_1147_658	reg6	1147__658	1147	658	Tumor	2	10
reg6_1149_939	reg6	1149__939	1149	939	Tumor	2	10
reg6_1151_522	reg6	1151__522	1151	522	Tumor	2	10
reg6_1154_618	reg6	1154__618	1154	618	Tumor	2	10
reg6_1155_1089	reg6	1155__1089	1155	1089	Tumor	2	10
reg6_1156_1438	reg6	1156__1438	1156	1438	Tumor	2	10
reg6_1159_1409	reg6	1159__1409	1159	1409	Tumor	2	10
reg6_1165_1034	reg6	1165__1034	1165	1034	Tumor	2	10
reg6_1167_915	reg6	1167__915	1167	915	Tumor	2	10
reg6_1168_765	reg6	1168__765	1168	765	Tumor	2	10
reg6_1170_506	reg6	1170__506	1170	506	Tumor	2	10
reg6_1170_698	reg6	1170__698	1170	698	Tumor	2	10
reg6_1171_723	reg6	1171__723	1171	723	Tumor	2	10
reg6_1171_1069	reg6	1171__1069	1171	1069	Tumor	2	10
reg6_1177_1480	reg6	1177__1480	1177	1480	Tumor	2	4
reg6_1184_1146	reg6	1184__1146	1184	1146	Tumor	2	10
reg6_1190_684	reg6	1190__684	1190	684	Tumor	2	10
reg6_1201_1000	reg6	1201__1000	1201	1000	Tumor	2	10
reg6_1204_876	reg6	1204__876	1204	876	Tumor	2	10
reg6_1206_1125	reg6	1206__1125	1206	1125	Tumor	2	10
reg6_1210_390	reg6	1210__390	1210	390	Tumor	2	4
reg6_1214_596	reg6	1214__596	1214	596	Tumor	2	10
reg6_1215_520	reg6	1215__520	1215	520	Tumor	2	4
reg6_1215_1219	reg6	1215__1219	1215	1219	Tumor	2	10
reg6_1222_677	reg6	1222__677	1222	677	Tumor	2	10
reg6_1228_824	reg6	1228__824	1228	824	Tumor	2	10
reg6_1232_665	reg6	1232__665	1232	665	Tumor	2	10
reg6_1234_950	reg6	1234__950	1234	950	Tumor	2	10
reg6_1234_1151	reg6	1234__1151	1234	1151	Tumor	2	10
reg6_1238_641	reg6	1238__641	1238	641	Tumor	2	10
reg6_1243_599	reg6	1243__599	1243	599	Tumor	2	4
reg6_1246_742	reg6	1246__742	1246	742	Tumor	2	10
reg6_1261_819	reg6	1261__819	1261	819	Tumor	2	10
reg6_1262_971	reg6	1262__971	1262	971	Tumor	2	10
reg6_1272_946	reg6	1272__946	1272	946	Tumor	2	10
reg6_1272_1057	reg6	1272__1057	1272	1057	Tumor	2	4
reg6_1283_818	reg6	1283__818	1283	818	Tumor	2	10
reg6_1283_1140	reg6	1283__1140	1283	1140	Tumor	2	10
reg6_1285_652	reg6	1285__652	1285	652	Tumor	2	10
reg6_1289_666	reg6	1289__666	1289	666	Tumor	2	10
reg6_1296_1159	reg6	1296__1159	1296	1159	Tumor	2	4
reg6_1306_747	reg6	1306__747	1306	747	Tumor	2	10
reg6_1306_765	reg6	1306__765	1306	765	Tumor	2	10
reg6_1308_929	reg6	1308__929	1308	929	Tumor	2	10
reg6_1315_636	reg6	1315__636	1315	636	Tumor	2	10
reg6_1317_837	reg6	1317__837	1317	837	Tumor	2	10
reg6_1332_933	reg6	1332__933	1332	933	Tumor	2	10
reg6_1332_1207	reg6	1332__1207	1332	1207	Tumor	2	10
reg6_1339_963	reg6	1339__963	1339	963	Tumor	2	10
reg6_1349_1179	reg6	1349__1179	1349	1179	Tumor	2	6
reg6_1355_915	reg6	1355__915	1355	915	Tumor	2	10
reg6_1365_933	reg6	1365__933	1365	933	Tumor	2	10
reg6_1370_686	reg6	1370__686	1370	686	Tumor	2	10
reg6_1372_726	reg6	1372__726	1372	726	Tumor	2	10
reg6_1383_1239	reg6	1383__1239	1383	1239	Tumor	2	7
reg6_1389_664	reg6	1389__664	1389	664	Tumor	2	10
reg6_1394_934	reg6	1394__934	1394	934	Tumor	2	10
reg6_1394_968	reg6	1394__968	1394	968	Tumor	2	10
reg6_1398_837	reg6	1398__837	1398	837	Tumor	2	10
reg6_1403_947	reg6	1403__947	1403	947	Tumor	2	10
reg6_1419_707	reg6	1419__707	1419	707	Tumor	2	10
reg6_1422_799	reg6	1422__799	1422	799	Tumor	2	4
reg6_1425_735	reg6	1425__735	1425	735	Tumor	2	10
reg6_1431_985	reg6	1431__985	1431	985	Tumor	2	10
reg6_1433_1023	reg6	1433__1023	1433	1023	Tumor	2	10
reg6_1450_732	reg6	1450__732	1450	732	Tumor	2	10
reg6_1450_996	reg6	1450__996	1450	996	Tumor	2	10
reg6_1465_714	reg6	1465__714	1465	714	Tumor	2	4
reg6_1495_937	reg6	1495__937	1495	937	Tumor	2	6
reg6_1562_1119	reg6	1562__1119	1562	1119	Tumor	2	6
reg6_1768_831	reg6	1768__831	1768	831	Tumor	2	7
reg6_1789_1061	reg6	1789__1061	1789	1061	Tumor	2	8
reg6_329_921	reg6	329__921	329	921	Macrophage	2	1
reg6_391_864	reg6	391__864	391	864	Macrophage	2	4
reg6_469_1334	reg6	469__1334	469	1334	Bcell	2	4
reg6_488_685	reg6	488__685	488	685	CD8T	2	6
reg6_489_738	reg6	489__738	489	738	CD4T	2	10
reg6_517_900	reg6	517__900	517	900	Treg	2	9
reg6_522_881	reg6	522__881	522	881	Stroma	2	9
reg6_524_1409	reg6	524__1409	524	1409	Tumor	2	1
reg6_545_727	reg6	545__727	545	727	Tumor	2	6
reg6_551_957	reg6	551__957	551	957	Macrophage	2	4
reg6_555_1360	reg6	555__1360	555	1360	Tumor	2	4
reg6_566_780	reg6	566__780	566	780	Bcell	2	4
reg6_571_1054	reg6	571__1054	571	1054	Stroma	2	4
reg6_580_1438	reg6	580__1438	580	1438	Bcell	2	6
reg6_584_1240	reg6	584__1240	584	1240	Stroma	2	10
reg6_587_1410	reg6	587__1410	587	1410	CD4T	2	4
reg6_588_1071	reg6	588__1071	588	1071	Macrophage	2	10
reg6_600_744	reg6	600__744	600	744	Bcell	2	3
reg6_621_781	reg6	621__781	621	781	Stroma	2	4
reg6_638_1445	reg6	638__1445	638	1445	Tumor	2	8
reg6_659_783	reg6	659__783	659	783	Tumor	2	4
reg6_706_1457	reg6	706__1457	706	1457	CD4T	2	5
reg6_720_1337	reg6	720__1337	720	1337	Bcell	2	6
reg6_726_824	reg6	726__824	726	824	Treg	2	10
reg6_727_1007	reg6	727__1007	727	1007	Tumor	2	10
reg6_742_1339	reg6	742__1339	742	1339	CD4T	2	5
reg6_745_699	reg6	745__699	745	699	CD4T	2	4
reg6_771_1620	reg6	771__1620	771	1620	Stroma	2	10
reg6_774_662	reg6	774__662	774	662	CD8T	2	10
reg6_787_889	reg6	787__889	787	889	Macrophage	2	4
reg6_807_1353	reg6	807__1353	807	1353	Tumor	2	10
reg6_815_925	reg6	815__925	815	925	CD8T	2	4
reg6_827_949	reg6	827__949	827	949	CD4T	2	4
reg6_834_1192	reg6	834__1192	834	1192	Treg	2	10
reg6_834_1263	reg6	834__1263	834	1263	Bcell	2	10
reg6_853_795	reg6	853__795	853	795	CD8T	2	4
reg6_861_503	reg6	861__503	861	503	Stroma	2	10
reg6_862_1155	reg6	862__1155	862	1155	Tumor	2	4
reg6_864_816	reg6	864__816	864	816	Bcell	2	4
reg6_891_949	reg6	891__949	891	949	Tumor	2	7
reg6_897_884	reg6	897__884	897	884	Bcell	2	6
reg6_908_965	reg6	908__965	908	965	Stroma	2	4
reg6_909_1263	reg6	909__1263	909	1263	Tumor	2	10
reg6_932_1100	reg6	932__1100	932	1100	Treg	2	4
reg6_942_606	reg6	942__606	942	606	Tumor	2	10
reg6_944_592	reg6	944__592	944	592	Treg	2	10
reg6_947_1053	reg6	947__1053	947	1053	Stroma	2	4
reg6_959_873	reg6	959__873	959	873	CD4T	2	4
reg6_981_1413	reg6	981__1413	981	1413	CD8T	2	10
reg6_991_887	reg6	991__887	991	887	Stroma	2	4
reg6_994_929	reg6	994__929	994	929	Tumor	2	10
reg6_1024_1022	reg6	1024__1022	1024	1022	Tumor	2	4
reg6_1028_982	reg6	1028__982	1028	982	CD8T	2	10
reg6_1048_992	reg6	1048__992	1048	992	Tumor	2	4
reg6_1076_1115	reg6	1076__1115	1076	1115	Stroma	2	10
reg6_1084_1728	reg6	1084__1728	1084	1728	Bcell	2	4
reg6_1095_665	reg6	1095__665	1095	665	CD4T	2	10
reg6_1107_1628	reg6	1107__1628	1107	1628	CD8T	2	4
reg6_1134_1290	reg6	1134__1290	1134	1290	Tumor	2	4
reg6_1148_1573	reg6	1148__1573	1148	1573	Stroma	2	4
reg6_1149_1559	reg6	1149__1559	1149	1559	Tumor	2	3
reg6_1166_1102	reg6	1166__1102	1166	1102	CD8T	2	10
reg6_1168_1518	reg6	1168__1518	1168	1518	Treg	2	6
reg6_1184_1574	reg6	1184__1574	1184	1574	CD8T	2	7
reg6_1193_395	reg6	1193__395	1193	395	CD4T	2	4
reg6_1198_455	reg6	1198__455	1198	455	Tumor	2	4
reg6_1219_1532	reg6	1219__1532	1219	1532	Treg	2	7
reg6_1221_404	reg6	1221__404	1221	404	Bcell	2	6
reg6_1226_417	reg6	1226__417	1226	417	Tumor	2	6
reg6_1237_435	reg6	1237__435	1237	435	CD8T	2	10
reg6_1246_1051	reg6	1246__1051	1246	1051	Macrophage	2	10
reg6_1247_453	reg6	1247__453	1247	453	Tumor	2	4
reg6_1248_532	reg6	1248__532	1248	532	CD8T	2	4
reg6_1255_398	reg6	1255__398	1255	398	Stroma	2	8
reg6_1258_464	reg6	1258__464	1258	464	Tumor	2	9
reg6_1261_1019	reg6	1261__1019	1261	1019	Bcell	2	4
reg6_1264_1462	reg6	1264__1462	1264	1462	Treg	2	3
reg6_1272_476	reg6	1272__476	1272	476	CD8T	2	7
reg6_1276_1302	reg6	1276__1302	1276	1302	Tumor	2	4
reg6_1288_417	reg6	1288__417	1288	417	Tumor	2	6
reg6_1289_578	reg6	1289__578	1289	578	Tumor	2	10
reg6_1301_442	reg6	1301__442	1301	442	Tumor	2	9
reg6_1307_468	reg6	1307__468	1307	468	CD8T	2	7
reg6_1312_419	reg6	1312__419	1312	419	Tumor	2	6
reg6_1327_474	reg6	1327__474	1327	474	Tumor	2	3
reg6_1330_451	reg6	1330__451	1330	451	Treg	2	4
reg6_1332_1541	reg6	1332__1541	1332	1541	Tumor	2	6
reg6_1342_1151	reg6	1342__1151	1342	1151	Macrophage	2	4
reg6_1343_510	reg6	1343__510	1343	510	CD4T	2	3
reg6_1347_1491	reg6	1347__1491	1347	1491	Bcell	2	7
reg6_1355_583	reg6	1355__583	1355	583	Bcell	2	6
reg6_1363_497	reg6	1363__497	1363	497	CD8T	2	3
reg6_1370_590	reg6	1370__590	1370	590	CD4T	2	4
reg6_1373_1498	reg6	1373__1498	1373	1498	Treg	2	5
reg6_1374_538	reg6	1374__538	1374	538	Bcell	2	5
reg6_1380_1523	reg6	1380__1523	1380	1523	Tumor	2	7
reg6_1382_1474	reg6	1382__1474	1382	1474	Stroma	2	1
reg6_1386_490	reg6	1386__490	1386	490	CD8T	2	4
reg6_1392_1133	reg6	1392__1133	1392	1133	CD8T	2	8
reg6_1395_472	reg6	1395__472	1395	472	Tumor	2	5
reg6_1400_438	reg6	1400__438	1400	438	Bcell	2	4
reg6_1401_1603	reg6	1401__1603	1401	1603	Stroma	2	7
reg6_1406_1119	reg6	1406__1119	1406	1119	CD4T	2	9
reg6_1419_537	reg6	1419__537	1419	537	Stroma	2	4
reg6_1439_1199	reg6	1439__1199	1439	1199	CD8T	2	5
reg6_1441_1358	reg6	1441__1358	1441	1358	Bcell	2	4
reg6_1446_1330	reg6	1446__1330	1446	1330	Treg	2	7
reg6_1452_1173	reg6	1452__1173	1452	1173	CD8T	2	7
reg6_1453_647	reg6	1453__647	1453	647	CD4T	2	7
reg6_1456_800	reg6	1456__800	1456	800	CD4T	2	4
reg6_1462_1469	reg6	1462__1469	1462	1469	Tumor	2	1
reg6_1487_586	reg6	1487__586	1487	586	Tumor	2	8
reg6_1490_1464	reg6	1490__1464	1490	1464	Bcell	2	4
reg6_1495_1218	reg6	1495__1218	1495	1218	CD8T	2	4
reg6_1500_1597	reg6	1500__1597	1500	1597	CD4T	2	3
reg6_1503_1260	reg6	1503__1260	1503	1260	Stroma	2	7
reg6_1509_1321	reg6	1509__1321	1509	1321	Tumor	2	7
reg6_1515_1037	reg6	1515__1037	1515	1037	Macrophage	2	9
reg6_1517_1384	reg6	1517__1384	1517	1384	CD8T	2	8
reg6_1518_655	reg6	1518__655	1518	655	Stroma	2	5
reg6_1518_1117	reg6	1518__1117	1518	1117	Tumor	2	7
reg6_1519_619	reg6	1519__619	1519	619	Tumor	2	7
reg6_1523_1205	reg6	1523__1205	1523	1205	Tumor	2	4
reg6_1529_1069	reg6	1529__1069	1529	1069	CD8T	2	6
reg6_1535_1522	reg6	1535__1522	1535	1522	Tumor	2	4
reg6_1544_1361	reg6	1544__1361	1544	1361	CD4T	2	9
reg6_1546_1243	reg6	1546__1243	1546	1243	Stroma	2	6
reg6_1548_647	reg6	1548__647	1548	647	Tumor	2	9
reg6_1550_1478	reg6	1550__1478	1550	1478	Treg	2	4
reg6_1552_1380	reg6	1552__1380	1552	1380	Tumor	2	8
reg6_1560_978	reg6	1560__978	1560	978	Tumor	2	9
reg6_1565_1206	reg6	1565__1206	1565	1206	Tumor	2	3
reg6_1565_1542	reg6	1565__1542	1565	1542	Tumor	2	6
reg6_1569_747	reg6	1569__747	1569	747	Tumor	2	5
reg6_1571_644	reg6	1571__644	1571	644	CD8T	2	9
reg6_1572_958	reg6	1572__958	1572	958	CD4T	2	4
reg6_1573_618	reg6	1573__618	1573	618	Tumor	2	9
reg6_1585_1059	reg6	1585__1059	1585	1059	Stroma	2	6
reg6_1598_706	reg6	1598__706	1598	706	Bcell	2	5
reg6_1601_842	reg6	1601__842	1601	842	CD4T	2	6
reg6_1601_911	reg6	1601__911	1601	911	Macrophage	2	6
reg6_1609_940	reg6	1609__940	1609	940	Tumor	2	7
reg6_1609_1264	reg6	1609__1264	1609	1264	Tumor	2	7
reg6_1609_1380	reg6	1609__1380	1609	1380	Bcell	2	1
reg6_1617_763	reg6	1617__763	1617	763	Tumor	2	9
reg6_1618_1501	reg6	1618__1501	1618	1501	CD4T	2	4
reg6_1619_871	reg6	1619__871	1619	871	CD4T	2	6
reg6_1624_850	reg6	1624__850	1624	850	Tumor	2	5
reg6_1649_771	reg6	1649__771	1649	771	CD8T	2	4
reg6_1653_1049	reg6	1653__1049	1653	1049	Tumor	2	6
reg6_1654_709	reg6	1654__709	1654	709	CD8T	2	7
reg6_1666_609	reg6	1666__609	1666	609	Tumor	2	5
reg6_1666_965	reg6	1666__965	1666	965	Bcell	2	8
reg6_1667_850	reg6	1667__850	1667	850	Stroma	2	5
reg6_1674_1106	reg6	1674__1106	1674	1106	Tumor	2	9
reg6_1695_1055	reg6	1695__1055	1695	1055	CD8T	2	4
reg6_1699_1385	reg6	1699__1385	1699	1385	Stroma	2	3
reg6_1702_1108	reg6	1702__1108	1702	1108	Tumor	2	6
reg6_1703_1164	reg6	1703__1164	1703	1164	Tumor	2	6
reg6_1726_1227	reg6	1726__1227	1726	1227	Stroma	2	3
reg6_1731_1126	reg6	1731__1126	1731	1126	CD4T	2	10
reg6_1731_1294	reg6	1731__1294	1731	1294	Macrophage	2	3
reg6_1739_827	reg6	1739__827	1739	827	Treg	2	7
reg6_1742_891	reg6	1742__891	1742	891	Tumor	2	5
reg6_1749_969	reg6	1749__969	1749	969	Treg	2	5
reg6_1750_1064	reg6	1750__1064	1750	1064	Stroma	2	6
reg6_1754_743	reg6	1754__743	1754	743	CD4T	2	6
reg6_1756_1171	reg6	1756__1171	1756	1171	Macrophage	2	3
reg6_1762_864	reg6	1762__864	1762	864	Treg	2	7
reg6_1770_990	reg6	1770__990	1770	990	Bcell	2	1
reg6_1782_928	reg6	1782__928	1782	928	CD8T	2	6
reg6_1785_1031	reg6	1785__1031	1785	1031	Macrophage	2	5
reg6_1789_843	reg6	1789__843	1789	843	CD8T	2	4
reg7_350_1281	reg7	350__1281	350	1281	Tumor	1	10
reg7_362_1096	reg7	362__1096	362	1096	Tumor	1	10
reg7_362_1210	reg7	362__1210	362	1210	Tumor	1	10
reg7_363_1081	reg7	363__1081	363	1081	Tumor	1	10
reg7_364_1111	reg7	364__1111	364	1111	Tumor	1	4
reg7_382_1099	reg7	382__1099	382	1099	Tumor	1	10
reg7_389_1213	reg7	389__1213	389	1213	Tumor	1	10
reg7_397_1401	reg7	397__1401	397	1401	Tumor	1	10
reg7_401_1109	reg7	401__1109	401	1109	Tumor	1	4
reg7_406_1239	reg7	406__1239	406	1239	Tumor	1	10
reg7_410_1278	reg7	410__1278	410	1278	Tumor	1	10
reg7_410_1471	reg7	410__1471	410	1471	Tumor	1	10
reg7_414_927	reg7	414__927	414	927	Tumor	1	10
reg7_422_982	reg7	422__982	422	982	Tumor	1	10
reg7_422_1018	reg7	422__1018	422	1018	Tumor	1	4
reg7_424_961	reg7	424__961	424	961	Tumor	1	10
reg7_425_850	reg7	425__850	425	850	Tumor	1	10
reg7_428_797	reg7	428__797	428	797	Tumor	1	10
reg7_429_1430	reg7	429__1430	429	1430	Tumor	1	10
reg7_434_1115	reg7	434__1115	434	1115	Tumor	1	10
reg7_437_1325	reg7	437__1325	437	1325	Tumor	1	10
reg7_438_1001	reg7	438__1001	438	1001	Tumor	1	10
reg7_443_1025	reg7	443__1025	443	1025	Tumor	1	4
reg7_450_1512	reg7	450__1512	450	1512	Tumor	1	10
reg7_453_794	reg7	453__794	453	794	Tumor	1	10
reg7_453_1308	reg7	453__1308	453	1308	Tumor	1	10
reg7_456_825	reg7	456__825	456	825	Tumor	1	10
reg7_457_1192	reg7	457__1192	457	1192	Tumor	1	10
reg7_465_1174	reg7	465__1174	465	1174	Tumor	1	10
reg7_465_1450	reg7	465__1450	465	1450	Tumor	1	4
reg7_466_1266	reg7	466__1266	466	1266	Tumor	1	10
reg7_467_1028	reg7	467__1028	467	1028	Tumor	1	4
reg7_467_1354	reg7	467__1354	467	1354	Tumor	1	10
reg7_470_1216	reg7	470__1216	470	1216	Tumor	1	10
reg7_472_1285	reg7	472__1285	472	1285	Tumor	1	10
reg7_481_1535	reg7	481__1535	481	1535	Tumor	1	10
reg7_482_1134	reg7	482__1134	482	1134	Tumor	1	10
reg7_486_1221	reg7	486__1221	486	1221	Tumor	1	10
reg7_494_940	reg7	494__940	494	940	Tumor	1	6
reg7_496_1330	reg7	496__1330	496	1330	Tumor	1	10
reg7_500_788	reg7	500__788	500	788	Tumor	1	10
reg7_503_1315	reg7	503__1315	503	1315	Tumor	1	4
reg7_503_1454	reg7	503__1454	503	1454	Tumor	1	10
reg7_511_1494	reg7	511__1494	511	1494	Tumor	1	10
reg7_512_1238	reg7	512__1238	512	1238	Tumor	1	10
reg7_516_1107	reg7	516__1107	516	1107	Tumor	1	10
reg7_518_785	reg7	518__785	518	785	Tumor	1	10
reg7_518_1450	reg7	518__1450	518	1450	Tumor	1	10
reg7_522_1024	reg7	522__1024	522	1024	Tumor	1	10
reg7_524_1152	reg7	524__1152	524	1152	Tumor	1	10
reg7_530_1200	reg7	530__1200	530	1200	Tumor	1	10
reg7_536_1119	reg7	536__1119	536	1119	Tumor	1	10
reg7_546_1174	reg7	546__1174	546	1174	Tumor	1	10
reg7_557_1549	reg7	557__1549	557	1549	Tumor	1	10
reg7_561_1368	reg7	561__1368	561	1368	Tumor	1	4
reg7_566_1404	reg7	566__1404	566	1404	Tumor	1	10
reg7_571_1244	reg7	571__1244	571	1244	Tumor	1	10
reg7_577_1487	reg7	577__1487	577	1487	Tumor	1	10
reg7_586_757	reg7	586__757	586	757	Tumor	1	4
reg7_586_1170	reg7	586__1170	586	1170	Tumor	1	10
reg7_587_618	reg7	587__618	587	618	Tumor	1	10
reg7_588_1528	reg7	588__1528	588	1528	Tumor	1	4
reg7_589_1264	reg7	589__1264	589	1264	Tumor	1	10
reg7_590_680	reg7	590__680	590	680	Tumor	1	4
reg7_590_944	reg7	590__944	590	944	Tumor	1	10
reg7_601_862	reg7	601__862	601	862	Tumor	1	10
reg7_603_1602	reg7	603__1602	603	1602	Tumor	1	10
reg7_603_1351	reg7	603__1351	603	1351	Tumor	1	10
reg7_604_1123	reg7	604__1123	604	1123	Tumor	1	10
reg7_606_1404	reg7	606__1404	606	1404	Tumor	1	10
reg7_610_1449	reg7	610__1449	610	1449	Tumor	1	10
reg7_611_752	reg7	611__752	611	752	Tumor	1	4
reg7_613_666	reg7	613__666	613	666	Tumor	1	10
reg7_619_643	reg7	619__643	619	643	Tumor	1	10
reg7_620_1007	reg7	620__1007	620	1007	Tumor	1	10
reg7_620_1249	reg7	620__1249	620	1249	Tumor	1	10
reg7_625_1313	reg7	625__1313	625	1313	Tumor	1	10
reg7_626_1217	reg7	626__1217	626	1217	Tumor	1	10
reg7_626_1365	reg7	626__1365	626	1365	Tumor	1	10
reg7_629_1186	reg7	629__1186	629	1186	Tumor	1	4
reg7_632_1338	reg7	632__1338	632	1338	Tumor	1	10
reg7_633_606	reg7	633__606	633	606	Tumor	1	10
reg7_637_1250	reg7	637__1250	637	1250	Tumor	1	10
reg7_639_1653	reg7	639__1653	639	1653	Tumor	1	10
reg7_644_591	reg7	644__591	644	591	Tumor	1	10
reg7_651_1324	reg7	651__1324	651	1324	Tumor	1	10
reg7_651_1365	reg7	651__1365	651	1365	Tumor	1	10
reg7_652_1614	reg7	652__1614	652	1614	Tumor	1	10
reg7_663_1429	reg7	663__1429	663	1429	Tumor	1	10
reg7_665_1204	reg7	665__1204	665	1204	Tumor	1	10
